Full Title,Artist,Genre,Instrument,Year
Seatown Funk,Kid Sensation,Hip-Hop / Rap / R&B,Vocals / Lyrics,1995
Soldier,Capone (Dillinja),Electronic / Dance,Drums,1995
Fue Amor,Jazzy Mel,Hip-Hop / Rap / R&B,Drums,1990
Hangar 84,Pitchshifter,Rock / Pop,Drums,1996
Timberwolf,MuzzY,Electronic / Dance,Multiple Elements,2013
Off Beat,Feet Inc.,Electronic / Dance,Multiple Elements,1988
Sensi Skank (D&B Remix),Ruben Da Silva,Other,Drums,2011
Sensi Skank (D&B Remix),Skinnyman,Other,Drums,2011
The Killing Game Show Title,Ray Norrish,Soundtrack / Library,Vocals / Lyrics,1990
The Real Thing,Peshay,Electronic / Dance,Drums,1996
Love Fool (Ultimix),The Cardigans,Rock / Pop,Drums,1997
Time & Time Again (DJ Pierre's Club Mix),DJ Pierre,Electronic / Dance,Multiple Elements,1990
Breaks Lock Up,Cut & Run,Electronic / Dance,Vocals / Lyrics,2006
Crazie Handel,Know Frills,Hip-Hop / Rap / R&B,Vocals / Lyrics,1992
Zipppp,Gnork,Electronic / Dance,Drums,2013
Zipppp,Luv Jam,Electronic / Dance,Drums,2013
The Blues,Nookie,Electronic / Dance,Drums,1996
All Crew,Badd 102,Electronic / Dance,Drums,1993
PENISLAND MEGAMASHUP,Penisland,Electronic / Dance,Multiple Elements,2021
Anthem,EDX,Electronic / Dance,Vocals / Lyrics,2018
Step in the Spot,Submorphics,Electronic / Dance,Multiple Elements,2011
Escape,Big Joe (Italian Producer),Hip-Hop / Rap / R&B,Vocals / Lyrics,2014
About 10 Hours of Pondering My Existence,Nasanoa,Electronic / Dance,Drums,2022
Venus No.17 Acid Mix,Squarepusher,Electronic / Dance,Drums,2004
It's Alright,Law & Auder,Electronic / Dance,Drums,1995
Farside,DJ A.K.A.,Electronic / Dance,Drums,1993
Feeling This Way,DJ Pooch,Electronic / Dance,Multiple Elements,1995
Lost in Music (Hypo Mix),Under the Influence,Electronic / Dance,Drums,1992
Retro,Plastician,Electronic / Dance,Multiple Elements,2011
Moods,Dred Bass,Electronic / Dance,Multiple Elements,1995
Reminder (Burriddim Mix by DJ Sotofett),SW.,Electronic / Dance,Multiple Elements,2013
Ordinary Story (Pt. 1),Kipper Jones,Hip-Hop / Rap / R&B,Drums,1990
Young Girls,Gangstarr Posse,Hip-Hop / Rap / R&B,Vocals / Lyrics,1988
Torn,Omni Trio,Electronic / Dance,Drums,1996
Krieg,Rödelheim Hartreim Projekt,Hip-Hop / Rap / R&B,Multiple Elements,1994
Candy Rappers (Throw Em Away),Makeba & Skratch,Hip-Hop / Rap / R&B,Multiple Elements,1991
Get Loose,"M.E.D. Productions, NYC",Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
The Dark,Renard,Electronic / Dance,Multiple Elements,2009
Trigger Warning,Technimatic,Electronic / Dance,Multiple Elements,2016
Alive (At Yauch's House),Beastie Boys,Hip-Hop / Rap / R&B,Vocals / Lyrics,2000
Inferno (Holly Remix),UZ,Electronic / Dance,Drums,2017
Inferno (Holly Remix),Oski,Electronic / Dance,Drums,2017
Inferno (Holly Remix),Craze,Electronic / Dance,Drums,2017
TIP,21 Lil Harold,Hip-Hop / Rap / R&B,Vocals / Lyrics,2020
Tagalog Like It Was Beyond Worth,Renard,Electronic / Dance,Vocals / Lyrics,2011
Are You Ready for This,Ramos,Electronic / Dance,Drums,1995
Are You Ready for This,Sunset Regime,Electronic / Dance,Drums,1995
Are You Ready for This,"Billy ""Daniel"" Bunter",Electronic / Dance,Drums,1995
The Dead Will Dance,Dead Man's Chest,Electronic / Dance,Drums,2019
The Dead Will Dance,Coco Bryce,Electronic / Dance,Drums,2019
Love No (Tepr Remix),The Teenagers (2),Electronic / Dance,Multiple Elements,2008
Set It Off! (Klub Edit),Def Dames,Hip-Hop / Rap / R&B,Multiple Elements,1989
Come Close,DJ Rashad,Electronic / Dance,Multiple Elements,2016
Come Close,DJ Phil,Electronic / Dance,Multiple Elements,2016
Green Room,Riohv,Electronic / Dance,Multiple Elements,2016
Biological Width,JD SenuTi,Electronic / Dance,Multiple Elements,2016
Hot Flame,Dextrous,Electronic / Dance,Multiple Elements,1995
Hot Flame,H Pee,Electronic / Dance,Multiple Elements,1995
Fire (Urban Shakedown Remix),Prizna,Electronic / Dance,Drums,1995
Made to Be Broken,Information Society,Rock / Pop,Drums,1992
Ouch Me Baby,Jazzi and Neat,Hip-Hop / Rap / R&B,Multiple Elements,1990
Dragon,D.I.M.,Electronic / Dance,Multiple Elements,2012
Addams Groove (Hammer House of Horror Mix),MC Hammer,Hip-Hop / Rap / R&B,Drums,1991
Player,Mooqee,Electronic / Dance,Drums,2009
Player,Beatvandals,Electronic / Dance,Drums,2009
I Will Survive,49ers,Electronic / Dance,Multiple Elements,1990
Everybody Git Funky,Doctor Ice,Hip-Hop / Rap / R&B,Multiple Elements,1989
This Goes to M.C.S.,PFP,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Soul Sister,Rebel MC,Electronic / Dance,Vocals / Lyrics,1991
Innocent,Nasanoa,Electronic / Dance,Drums,2022
Soundtest,DJ Gunshot,Electronic / Dance,Multiple Elements,1995
Drive Me Mad for Select,Hideki Naganuma,Soundtrack / Library,Drums,1999
War of the Worlds (Oakland Style),Juanito (FX),Electronic / Dance,Vocals / Lyrics,1989
Lunar Laugh,Plug,Electronic / Dance,Drums,1997
Deep Energy,Armless Kid,Electronic / Dance,Drums,2019
Fatal Attraction,BCee,Electronic / Dance,Drums,2013
Fatal Attraction,Bladerunner,Electronic / Dance,Drums,2013
Wize,MC Mell'O',Hip-Hop / Rap / R&B,Drums,1989
Marine Drive,Flørist,Electronic / Dance,Multiple Elements,2015
So in Love (Vibes & Wishdokta Remix),DJ Seduction,Electronic / Dance,Multiple Elements,1994
Another Night Another Day,Keeno,Electronic / Dance,Drums,2014
Everything's Gonna Be Alright (Rough Rhodes Mix),Naughty by Nature,Hip-Hop / Rap / R&B,Drums,1991
Burst Your Arm,μ-Ziq,Electronic / Dance,Drums,1999
More Towels,Peedi Crakk,Hip-Hop / Rap / R&B,Multiple Elements,2008
Scars,NCT,Electronic / Dance,Multiple Elements,2015
Light My Way Home,Etherwood,Electronic / Dance,Multiple Elements,2015
Light My Way Home,Eva Lazarus,Electronic / Dance,Multiple Elements,2015
Woodpeckers From Space (House Version),Video House Kids,Electronic / Dance,Vocals / Lyrics,1989
Sexy Eyes,Try 'N' B,Hip-Hop / Rap / R&B,Multiple Elements,1992
Blood Pressure,Totally Enormous Extinct Dinosaurs,Electronic / Dance,Multiple Elements,2010
Blood Pressure,Riko Dan,Electronic / Dance,Multiple Elements,2010
Rush,Glimji,Electronic / Dance,Vocals / Lyrics,2022
Rush,Jamesjamesjames,Electronic / Dance,Vocals / Lyrics,2022
My Buttons,Shanell,Hip-Hop / Rap / R&B,Vocals / Lyrics,2011
Dust (Tessela Remix),Alex Smoke,Electronic / Dance,Drums,2013
Feel Me (Falcons Remix),Sweater Beats,Electronic / Dance,Drums,2013
Papa Lover (The Dark Remix),General Degree,Electronic / Dance,Drums,1995
F..kin With the Beat,Cise,Electronic / Dance,Drums,2000
F..kin With the Beat,Yariv,Electronic / Dance,Drums,2000
Move That Body,Kid Kenobi,Electronic / Dance,Multiple Elements,2009
Break Out the System,Benga,Electronic / Dance,Vocals / Lyrics,2013
Oropharynx,June Chikuma,Soundtrack / Library,Drums,1998
Give It to Baby,Altern 8,Electronic / Dance,Drums,1991
Boss Up,Mook TBG,Hip-Hop / Rap / R&B,Vocals / Lyrics,2018
Boss Up,Boss Beezy,Hip-Hop / Rap / R&B,Vocals / Lyrics,2018
Vrouwonvriendelijk?,Osdorp Posse,Hip-Hop / Rap / R&B,Vocals / Lyrics,1992
Set You on Fire,Pop Shuvit,Hip-Hop / Rap / R&B,Vocals / Lyrics,2006
Set You on Fire,John HD,Hip-Hop / Rap / R&B,Vocals / Lyrics,2006
God of Moisture,Dylan Ross,Electronic / Dance,Drums,2014
Beat My Drum,Dither,Electronic / Dance,Multiple Elements,2022
Nuvole,Frankie HI-NRG MC,Hip-Hop / Rap / R&B,Vocals / Lyrics,2020
Life Signs (Roll Mix),Pépe,Electronic / Dance,Drums,2019
Written in the Drum,MCJX,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
I Gotta Have It,Phill Most Chill,Hip-Hop / Rap / R&B,Multiple Elements,2001
Hey Everybody,DJ Company,Electronic / Dance,Vocals / Lyrics,1994
Metro Madness Act 1,Funk Fiction,Soul / Funk / Disco,Vocals / Lyrics,2012
Jungle Love,Brainkillers,Electronic / Dance,Drums,1994
Hammer Dance,N-Vitral,Electronic / Dance,Multiple Elements,2018
Hammer Dance,Dither,Electronic / Dance,Multiple Elements,2018
Medley,New Beat Less,Electronic / Dance,Vocals / Lyrics,1990
Call Me Tonight,Destiny Love,Electronic / Dance,Vocals / Lyrics,1991
Love for the World,Fusion,Electronic / Dance,Drums,1993
Let It Go,The Mistress and DJ Madame E,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
Music Makes You,Bassbin Twins,Electronic / Dance,Multiple Elements,2000
Lockjaw,Special Request,Electronic / Dance,Drums,2013
Together (Lenno Remix),Yall,Electronic / Dance,Vocals / Lyrics,2017
Backseat,Eric G.,Hip-Hop / Rap / R&B,Drums,2015
Boss Has a New Plan,K-Boss,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
Victim of Love,Roger,Soul / Funk / Disco,Vocals / Lyrics,1991
Kiya,Calibre,Electronic / Dance,Multiple Elements,2005
Ignition,Frequency (Techno),Electronic / Dance,Drums,1996
Saint Bond,Luca,Electronic / Dance,Drums,2011
Voice of Buddha,Aurora (Hardcore Group),Electronic / Dance,Drums,1992
Idiot Sound,New Blood,Electronic / Dance,Drums,1994
By Any Means Necessary,DJ Trace,Electronic / Dance,Drums,1995
Whisper in My Ear,Soulproof,Electronic / Dance,Multiple Elements,2006
R.U. Wit It? (House Mix),Detroit Boxx & Step 2,Hip-Hop / Rap / R&B,Drums,1990
†新感覚獣姦魔法少女☆マジカル褐色ロリエルフ†のテーマ,†新感覚獣姦魔法少女☆マジカル褐色ロリエルフ†,Electronic / Dance,Drums,2016
Sunday Morning (Kaytronik Love Break Dub),Seven Davis Jr.,Electronic / Dance,Multiple Elements,2015
The Crash,Sponge (2),Electronic / Dance,Drums,1994
Dance With Me,Formula 7,Electronic / Dance,Drums,1993
Liquid 94,Dead Man's Chest,Electronic / Dance,Drums,2015
Kidman,Tokyo Prose,Electronic / Dance,Drums,2014
Kidman,Zoё Klinck,Electronic / Dance,Drums,2014
Jungled Vibes,Limewax,Electronic / Dance,Drums,2020
Salta 2000,King Africa,Electronic / Dance,Multiple Elements,2000
Salta 2000,Mr. Pringles,Electronic / Dance,Multiple Elements,2000
Slick Rick - the Ruler,Slick Rick,Hip-Hop / Rap / R&B,Multiple Elements,1991
Slick Rick - the Ruler,Mr. Lee (Chicago House),Hip-Hop / Rap / R&B,Multiple Elements,1991
Gangstress,Bay B Kane,Electronic / Dance,Drums,1995
Trust Me,Sounds of Life,Electronic / Dance,Drums,1994
Ah Shwe Bah,Dr. Lefty,Electronic / Dance,Drums,2006
I Took Two,Daedelus,Electronic / Dance,Multiple Elements,2008
Untitled (A1),DJ Panik,Electronic / Dance,Drums,1993
Untitled (A1),The Freaky,Electronic / Dance,Drums,1993
Я-Танцую!,Pavel Volya,Electronic / Dance,Vocals / Lyrics,2012
Desert Storm,Joi (Breakbeat),Electronic / Dance,Drums,1991
Go Fuck Yourself,Weyheyhey !!,Electronic / Dance,Drums,2008
Do You Wanna Party,MC's of Rap,Hip-Hop / Rap / R&B,Multiple Elements,1990
My Love,DJ Justice,Electronic / Dance,Drums,1996
Ride or Die,Plies,Hip-Hop / Rap / R&B,Vocals / Lyrics,2014
I Wanna Give My Love to You (Mix 2),Powerhouse Inc,Electronic / Dance,Multiple Elements,1990
I Wanna Give My Love to You (Mix 2),Sharnice,Electronic / Dance,Multiple Elements,1990
Chatterbox,Stray (Drum & Bass),Electronic / Dance,Multiple Elements,2014
Here We Go,Frankie Cutlass,Hip-Hop / Rap / R&B,Vocals / Lyrics,1993
Gazza,Andromeda,Electronic / Dance,Drums,1991
Chill Out,DJ Fokus,Electronic / Dance,Drums,1993
Bay City Ballers Club,Hyroglifics,Electronic / Dance,Drums,2014
Planet X,Arcane (Drum & Bass),Electronic / Dance,Drums,2020
Planet X,Samurai Breaks,Electronic / Dance,Drums,2020
Rage,M1 (90s Hip-Hop Artist),Hip-Hop / Rap / R&B,Multiple Elements,1993
Bring It Too Me,Collective Thoughts,Hip-Hop / Rap / R&B,Drums,1993
House Your Body,DJ Kool,Hip-Hop / Rap / R&B,Multiple Elements,1990
Know How (Stanton Warriors Remix),Young MC,Hip-Hop / Rap / R&B,Drums,2010
Misery,Indra,Rock / Pop,Drums,1991
It Could Have Been You,Twenty 4 Seven,Electronic / Dance,Multiple Elements,1992
Mind Rubbers,Squarepusher,Electronic / Dance,Drums,1999
Quantum Detonation,Nanostorm,Electronic / Dance,Multiple Elements,2022
Bad Hip Hop,Master Done It Again,Hip-Hop / Rap / R&B,Drums,1990
Dream Face,Undercover Elephant,Electronic / Dance,Drums,1995
The Driver,Rhymeside (Drum and Bass),Electronic / Dance,Drums,1995
Get Down on It,Calvo,Electronic / Dance,Vocals / Lyrics,2021
The Lowride Song (Radio Mix),C.A.T.,Hip-Hop / Rap / R&B,Drums,1992
Fx & Scratches (Vol. 7),Simon Harris,Other,Vocals / Lyrics,1991
G.T.I.,Zomby,Electronic / Dance,Drums,2008
Beach,[KRTM],Electronic / Dance,Drums,2018
Solo Se Vive Una Vez (Euroflam Mix / Radio Version),Azucar Moreno,Rock / Pop,Vocals / Lyrics,1996
What's Your Name,S.O.,Hip-Hop / Rap / R&B,Multiple Elements,2017
What's Your Name,Daramola,Hip-Hop / Rap / R&B,Multiple Elements,2017
Crypto Queen,Cyber Rodeo,Electronic / Dance,Vocals / Lyrics,2021
Crypto Queen,Mary Droppinz,Electronic / Dance,Vocals / Lyrics,2021
Crypto Queen,BABY J (Electronic Producer),Electronic / Dance,Vocals / Lyrics,2021
Lawn Wake IX,The Flashbulb,Electronic / Dance,Drums,2005
Magia Del Amor,Thamara,Electronic / Dance,Multiple Elements,2004
Magia Del Amor,Felipe Abel,Electronic / Dance,Multiple Elements,2004
Do It Alone (No Shame Mix),Repo,Electronic / Dance,Vocals / Lyrics,1992
Traktor Alban,Sås Och Kopp,Rock / Pop,Drums,1995
RACKS ON BREAK,Izum1,Electronic / Dance,Drums,2022
♥,^_^,Electronic / Dance,Drums,2022
Bastards,Shut Up and Dance,Electronic / Dance,Multiple Elements,1994
Pressure,Audiofreq,Electronic / Dance,Drums,2013
All I Know,Flamingosis,Hip-Hop / Rap / R&B,Drums,2015
1000 People,Flowliner,Electronic / Dance,Vocals / Lyrics,2019
1000 People,D-Rashid,Electronic / Dance,Vocals / Lyrics,2019
Fellas,Mr. Doctor,Hip-Hop / Rap / R&B,Vocals / Lyrics,2007
The Wedge,Hidden Agenda,Electronic / Dance,Drums,1995
Hotter Than Hell,TNT,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
Stay Off the Dick,Sean T,Hip-Hop / Rap / R&B,Vocals / Lyrics,1993
Ravers Tears,Caspa,Electronic / Dance,Drums,2016
Ravers Tears,Rusko,Electronic / Dance,Drums,2016
Skyscraper,Sincerely Collins,Hip-Hop / Rap / R&B,Vocals / Lyrics,2015
Cirno Shitcore,DJ Low Quality Anime Profile Pic,Electronic / Dance,Drums,2022
You Gotta Be (Frankie Foncett Mix),Des'ree,Electronic / Dance,Vocals / Lyrics,1994
Baby B.,Bassline Boys,Hip-Hop / Rap / R&B,Multiple Elements,1990
What You Fine (Is What You Get),Queens of Compton,Hip-Hop / Rap / R&B,Drums,1989
The Recluse (Netsky Remix),Plan B,Electronic / Dance,Drums,2010
4 Minute TwerkOut,"Jay ""Ski"" McGowan",Hip-Hop / Rap / R&B,Vocals / Lyrics,2015
4 Minute TwerkOut,Quad City DJ's,Hip-Hop / Rap / R&B,Vocals / Lyrics,2015
Flowers Bloom (Foul Play Remix),Mandalay,Electronic / Dance,Drums,1996
Don't Resist the Beat,Sounds of Life,Electronic / Dance,Drums,1994
Cause I Love You,Octo Octa,Electronic / Dance,Drums,2014
Ye,Zed Bias,Electronic / Dance,Multiple Elements,2013
Heat,Lewi Cifer,Electronic / Dance,Drums,1993
In Love,The Last Crusaders,Electronic / Dance,Multiple Elements,1993
Schizm Track #2 Mix,Squarepusher,Electronic / Dance,Multiple Elements,1999
1 4 Me,Law (Drum and Bass),Electronic / Dance,Drums,2020
Don't Trip,Vesta Williams,Soul / Funk / Disco,Vocals / Lyrics,1991
Don't Trip,Mr. Lee (Chicago House),Soul / Funk / Disco,Vocals / Lyrics,1991
You Can Do It,DJ Nut Nut,Electronic / Dance,Drums,1994
Warrior,Struction,Electronic / Dance,Drums,2016
Appetite to Kill,Vakill,Hip-Hop / Rap / R&B,Vocals / Lyrics,2011
Tongue Tied,Tony Terry,Hip-Hop / Rap / R&B,Drums,1990
Thoughts for Da Mind,Steve Colossal,Hip-Hop / Rap / R&B,Vocals / Lyrics,1998
Thoughts for Da Mind,Cardiac,Hip-Hop / Rap / R&B,Vocals / Lyrics,1998
7080902000,Max Pezzali,Rock / Pop,Vocals / Lyrics,2020
7080902000,J-Ax,Rock / Pop,Vocals / Lyrics,2020
Bass Kick,Amen Andrews,Electronic / Dance,Drums,2020
Motivation,Too Poetic,Hip-Hop / Rap / R&B,Vocals / Lyrics,2015
Champion Sound,The Underworld,Electronic / Dance,Multiple Elements,1994
Cabalistic,Nucleus,Electronic / Dance,Drums,2007
Cabalistic,Paradox,Electronic / Dance,Drums,2007
The Uno,Supreme NYborn,Hip-Hop / Rap / R&B,Drums,1991
Aurinkotuulessa,Elviira & Rake,Rock / Pop,Vocals / Lyrics,2016
Ladies (Remix),The Junglites,Electronic / Dance,Drums,1994
Yo-da-lin in the Valley,Kid Rock,Hip-Hop / Rap / R&B,Multiple Elements,1990
I Got Talent,Midrange,Hip-Hop / Rap / R&B,Vocals / Lyrics,1988
2mrw,Layo & Bushwacka!,Electronic / Dance,Drums,2002
Next Sound,Just Jungle,Electronic / Dance,Multiple Elements,1996
Jogi,Advanced Dealer,Electronic / Dance,Vocals / Lyrics,2022
Jogi,Hybridonhard,Electronic / Dance,Vocals / Lyrics,2022
Sucking on the Rude Decomposing Tit of Lars Ulrich,Sam Fauchon,Electronic / Dance,Drums,2022
Something Special,Soundbwoy Killah,Electronic / Dance,Drums,2020
Raw,Madison Mars,Electronic / Dance,Sound Effect / Other,2017
Athena,Asphalt Jungle,Electronic / Dance,Drums,2010
Shots Fired,LeKtriQue,Electronic / Dance,Multiple Elements,2015
Shots Fired,Autodidakt,Electronic / Dance,Multiple Elements,2015
Plexure Concentrate,Plunderphonics,Other,Vocals / Lyrics,2010
Walk Don't Walk,Lab Rats,Electronic / Dance,Drums,1996
जलाना (Jalaana),Culprate,Electronic / Dance,Drums,2022
The Beat Goes On,Too Smooth,Hip-Hop / Rap / R&B,Vocals / Lyrics,1992
H,Les Little,Hip-Hop / Rap / R&B,Vocals / Lyrics,1992
Too Doggone Funky,Fracture & Neptune,Electronic / Dance,Drums,2004
R.E.,R.E.,Electronic / Dance,Vocals / Lyrics,1991
Nothin' but a Party,K.M.C. Kru,Hip-Hop / Rap / R&B,Multiple Elements,1992
Untitled (Cause I'm Fucking Sad),DJ Sailor Moon,Electronic / Dance,Drums,2014
Groove Me,Z-One,Electronic / Dance,Drums,2003
Groove Me,Mark XTC,Electronic / Dance,Drums,2003
Fever Dream,Msymiakos,Electronic / Dance,Drums,2020
Dubplate Circles,Undercover Agent,Electronic / Dance,Drums,1996
I Like P*Z,Techno Grooves,Electronic / Dance,Drums,1991
Jet-Star,Tekno Too,Electronic / Dance,Drums,1991
Gatas Gatas Gatas (Scottie B Remix),Edu K,Electronic / Dance,Multiple Elements,2007
Information Centre,Gappa G & Hyper Hypa,Electronic / Dance,Drums,1993
Pinball,Akira Kiteshi,Electronic / Dance,Vocals / Lyrics,2009
Nik Baditut Sei,Fermín Muguruza,Rock / Pop,Drums,1997
Nik Baditut Sei,Dut,Rock / Pop,Drums,1997
Murder,Amen Andrews,Electronic / Dance,Drums,2006
Murder,Spac Hand Luke,Electronic / Dance,Drums,2006
Sopa De Caracol,DJ Laz,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
More XYZ,The Rhythm Masters,Electronic / Dance,Drums,1991
You Must Not Be Me,Pépe,Electronic / Dance,Drums,2019
The Dreamer,Technical Itch,Electronic / Dance,Multiple Elements,1996
Mo Love's Original Poppa Large (1990),Ultramagnetic MC's,Hip-Hop / Rap / R&B,Drums,1998
FLY Me to the Moon (ディラックの海 Mix),DJ Lucky (Breakcore),Electronic / Dance,Vocals / Lyrics,1999
Kreen,Struction,Electronic / Dance,Multiple Elements,2016
16 Track Ting (Original Re-Edit),Bizzy B,Electronic / Dance,Vocals / Lyrics,1996
Unbroken Circle,ISOpussy,Electronic / Dance,Drums,2008
Serial Killer,Sei2ure,Electronic / Dance,Multiple Elements,2018
I Wanna Know,The Meditator,Electronic / Dance,Drums,2018
Blooming,Madben,Electronic / Dance,Drums,2019
Get on Up,Rhyme Poets,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
Novinha Do Brasil,Beware,Electronic / Dance,Drums,2010
Novinha Do Brasil,Motorpitch,Electronic / Dance,Drums,2010
Novinha Do Brasil,Mc Iguinho,Electronic / Dance,Drums,2010
Anything Test,Pure,Electronic / Dance,Drums,1995
Here It Comes,Plug,Electronic / Dance,Drums,2006
President,Kentaro Kobayashi,Soundtrack / Library,Vocals / Lyrics,1996
Letters,Rebecca & Fiona,Electronic / Dance,Drums,2014
19.2.1996,Penisland,Electronic / Dance,Sound Effect / Other,2021
Depths,Anile,Electronic / Dance,Drums,2014
Inspired by the Rift,No Moon,Electronic / Dance,Drums,2017
Joy,Sounds of Blackness,Hip-Hop / Rap / R&B,Drums,1992
Closer,Hugh Hardie,Electronic / Dance,Multiple Elements,2014
Jungle Sound Scape,Potential Bad Boy,Electronic / Dance,Drums,1994
Planet Dance,Studio 2,Electronic / Dance,Drums,1993
Bahamian Born,Balli & the Fat Daddy,Hip-Hop / Rap / R&B,Drums,1990
Ride On,Adalberto,Electronic / Dance,Drums,2015
"So Long, I'll Miss You!",Blueberry Sunshine,Electronic / Dance,Vocals / Lyrics,2018
Other People's Pleasure,Weyheyhey !!,Electronic / Dance,Drums,2016
Total Devastation,Total Devastation,Hip-Hop / Rap / R&B,Multiple Elements,1990
Dushi (Scottie B Remix),Crookers,Electronic / Dance,Drums,2013
Skat Strut (Club Mix),MC Skat Kat and the Stray Mob,Hip-Hop / Rap / R&B,Multiple Elements,1991
Murderous,More Bass Than Fingers,Electronic / Dance,Drums,1992
Please Don't Go,Ferocious,Electronic / Dance,Drums,1995
Loving You (Long Time),Jailo,Electronic / Dance,Multiple Elements,2014
Loving You (Long Time),Vices,Electronic / Dance,Multiple Elements,2014
Keep Up (Jackson Uro Trans Remix),Treasure Fingers,Electronic / Dance,Drums,2011
Keep Up (Jackson Uro Trans Remix),Haley Small,Electronic / Dance,Drums,2011
Liz's Breaks,Dolphin (UK Hardcore),Electronic / Dance,Multiple Elements,2022
Maybe It's Time,Submorphics,Electronic / Dance,Multiple Elements,2016
Maybe It's Time,Adrienne Richards,Electronic / Dance,Multiple Elements,2016
Let Knowledge Be Born,The Resistance (2),Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Tranquility (Big Bud Remix),Aquasky,Electronic / Dance,Drums,1996
Have No Fear,Potential Bad Boy,Electronic / Dance,Drums,1993
Blood Moon,Kim Ann Foxman,Electronic / Dance,Drums,2020
Jungle VIP,Smiley Maxx,Electronic / Dance,Drums,2013
Triphekta,Downlink,Electronic / Dance,Drums,2012
As I Get Funky,Ruthless Rod,Hip-Hop / Rap / R&B,Multiple Elements,1989
As I Get Funky,MC Dollar,Hip-Hop / Rap / R&B,Multiple Elements,1989
Glizzy McGuire (MURDER CLUB Remix),Kreayshawn,Electronic / Dance,Vocals / Lyrics,2021
Dancer,Addison Groove,Soul / Funk / Disco,Drums,2015
Trustin' on My God,Graham Saber,Hip-Hop / Rap / R&B,Vocals / Lyrics,2012
Trustin' on My God,Boss,Hip-Hop / Rap / R&B,Vocals / Lyrics,2012
Trustin' on My God,KP,Hip-Hop / Rap / R&B,Vocals / Lyrics,2012
Straight From the Soul,LSU,Hip-Hop / Rap / R&B,Multiple Elements,1992
27Hr Day,DJ Please,Electronic / Dance,Drums,2020
Honest,Dawn Richard,Electronic / Dance,Drums,2016
Headspace (Ground Control Mix),Neuroshima,Electronic / Dance,Multiple Elements,2016
HM Tracks 1-8 (Vocals & Shouts),Best Service,Soundtrack / Library,Vocals / Lyrics,1998
Killing Me Softly (Redo),MOONZz,Electronic / Dance,Multiple Elements,2016
Killing Me Softly (Redo),VenessaMichaels,Electronic / Dance,Multiple Elements,2016
Plotinus,Squarepusher,Electronic / Dance,Drums,2006
Five in One Night,Kaotic Chemistry,Electronic / Dance,Drums,1991
"Hours, Miles & Still...",Sully,Electronic / Dance,Drums,2015
Strenna,The Jaffa Kid,Electronic / Dance,Drums,2021
I Wanna Rock,DJ Amaze,Hip-Hop / Rap / R&B,Multiple Elements,2010
Believe (Foul Play Remix),E-Z Rollers,Electronic / Dance,Drums,1994
U Want Some (Jack's Midnight Mix),Nasty Jack,Electronic / Dance,Multiple Elements,1991
U Want Some (Jack's Midnight Mix),Too Smooth,Electronic / Dance,Multiple Elements,1991
Dance Now!,E-De-Cologne,Electronic / Dance,Vocals / Lyrics,1995
I Wanna Go Where Da Whoes Go,Cool v (2),Hip-Hop / Rap / R&B,Vocals / Lyrics,1994
Barefoot Dub (Ramadanman Refix),Jahcoozi,Electronic / Dance,Drums,2010
Daddy's Beats & Scratch Effects,DJ Daddy K,Hip-Hop / Rap / R&B,Multiple Elements,1991
Move!,City Connection,Electronic / Dance,Drums,1996
Listen Tune (VIP Mix),Just Jungle,Electronic / Dance,Multiple Elements,1996
Sexual Feeling,La Toya Jackson,Rock / Pop,Multiple Elements,1990
Fade Away,Dopestyle,Electronic / Dance,Drums,1994
Scandalous,B-Jam,Electronic / Dance,Multiple Elements,1995
Togetherness,D.A.M.N.,Hip-Hop / Rap / R&B,Multiple Elements,1991
Pay the Price,Credit to the Nation,Hip-Hop / Rap / R&B,Drums,1991
2005,girl.mask@yahoo.jp,Electronic / Dance,Drums,2022
The Fountain,Blu Mar Ten,Electronic / Dance,Multiple Elements,1996
Radio S.P.A.C.E,Electric Universe,Electronic / Dance,Drums,1997
Mucky Crack Funk,Fokus Group,Electronic / Dance,Drums,2013
Feel Da Heat,DJ Ink,Electronic / Dance,Drums,2002
Feel Da Heat,J.Dub,Electronic / Dance,Drums,2002
Feeling So Special,Plug,Electronic / Dance,Drums,2012
No Boundaries,The Jaffa Kid,Electronic / Dance,Vocals / Lyrics,2021
Digable Bass (Aries & Stivs Remix),DJ Rap,Electronic / Dance,Drums,2014
Prologue,Scha Dara Parr,Hip-Hop / Rap / R&B,Vocals / Lyrics,1993
Anna's MCs,The Beastles,Hip-Hop / Rap / R&B,Multiple Elements,2006
Routine,Sully,Electronic / Dance,Drums,2014
Where U At,Finesse & Showbiz,Hip-Hop / Rap / R&B,Vocals / Lyrics,1993
Global Torrents,Jack Ruby,Electronic / Dance,Drums,1994
Hold on Me,High Contrast,Electronic / Dance,Drums,2020
Como Un Yo-Yo (Like a Yo-Yo),Jazzy Mel,Hip-Hop / Rap / R&B,Drums,1991
Give Me Love,Tit 4 Tat,Electronic / Dance,Drums,1994
