Full Title,Artist,Genre,Instrument,Year
The Party (This Is How We Do It) (Drumsound & Bassline Smith Remix),Joe Stone,Electronic / Dance,Multiple Elements,by Joe Stone (2015)
Make Da Moov,Outlaw Posse,Hip-Hop / Rap / R&B,Drums,by Outlaw Posse (1990)
Untitled,Hot Steppers,Electronic / Dance,Drums,by Hot Steppers (1995)
Do 2 Me,The Meditator,Electronic / Dance,Drums,by The Meditator and DJ Ink (2020)
Do 2 Me,DJ Ink,Electronic / Dance,Drums,by The Meditator and DJ Ink (2020)
Kaos Kage,Nova Cheq,Electronic / Dance,Drums,by Nova Cheq (2022)
Warp 1.9 (Otira Remix),The Bloody Beetroots,Electronic / Dance,Vocals / Lyrics,by The Bloody Beetroots feat. Steve Aoki (2019)
Warp 1.9 (Otira Remix),Steve Aoki,Electronic / Dance,Vocals / Lyrics,by The Bloody Beetroots feat. Steve Aoki (2019)
Gettin' Down,King Bee,Hip-Hop / Rap / R&B,Vocals / Lyrics,by King Bee (1990)
Body Rock,MC J-Witt,Hip-Hop / Rap / R&B,Vocals / Lyrics,by MC J-Witt (1990)
Shut Up,Chase & Status,Electronic / Dance,Drums,by Chase & Status feat. Suku (2019)
Shut Up,Suku,Electronic / Dance,Drums,by Chase & Status feat. Suku (2019)
Fantasy,Circa96,Electronic / Dance,Drums,by Circa96 (2020)
Fade Away (Remix),Jacob Tillberg,Electronic / Dance,Drums,by Jacob Tillberg (2015)
Caramell Babylon,Izum1,Electronic / Dance,Drums,by Izum1 (2022)
Walking on Sunshine,Scotty Boy,Electronic / Dance,Drums,by Scotty Boy and Block & Crown (2019)
Walking on Sunshine,Block & Crown,Electronic / Dance,Drums,by Scotty Boy and Block & Crown (2019)
Dream Finder,Blame,Electronic / Dance,Drums,by Blame (1995)
Sbds,The Jaffa Kid,Electronic / Dance,Drums,by The Jaffa Kid (2021)
Shining Lights,Sunny Crimea,Electronic / Dance,Multiple Elements,by Sunny Crimea (2012)
1985,Neil D. Voss,Soundtrack / Library,Multiple Elements,by Neil D. Voss (2004)
Saigon,Trust (Drum & Bass),Electronic / Dance,Vocals / Lyrics,by Trust (Drum & Bass) (2005)
Pierce County Gangster,Criminal Nation,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Criminal Nation (1992)
Macho,Far & Son,Hip-Hop / Rap / R&B,Multiple Elements,by Far & Son feat. Joy M'Batha and Sandro Müntzing (2014)
Macho,Joy M'Batha,Hip-Hop / Rap / R&B,Multiple Elements,by Far & Son feat. Joy M'Batha and Sandro Müntzing (2014)
Macho,Sandro Müntzing,Hip-Hop / Rap / R&B,Multiple Elements,by Far & Son feat. Joy M'Batha and Sandro Müntzing (2014)
For the Night (Mandal & Forbes Remix),Luxx,Electronic / Dance,Vocals / Lyrics,by Luxx feat. Rachel MW (2015)
For the Night (Mandal & Forbes Remix),Rachel MW,Electronic / Dance,Vocals / Lyrics,by Luxx feat. Rachel MW (2015)
Cry (T Power Remix),Shy FX,Electronic / Dance,Drums,by Shy FX (1995)
Talk to Me,Sexmachine,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Sexmachine (1992)
Turn Back Time (Special Request Remix),Sub Focus,Electronic / Dance,Drums,by Sub Focus (2013)
January,Young Ax,Electronic / Dance,Vocals / Lyrics,by Young Ax (2004)
Automata,Trilogy (2),Electronic / Dance,Drums,by Trilogy (2) (2011)
Surisuri Masuri,Cherrsee,Rock / Pop,Multiple Elements,by Cherrsee (2017)
All Night,Maurice Tamraz,Electronic / Dance,Multiple Elements,by Maurice Tamraz (2014)
Show Me Love,Citadel of Kaos,Electronic / Dance,Drums,by Citadel of Kaos (1995)
Mystic Sister,Just Add Water,Electronic / Dance,Drums,by Just Add Water (1991)
Hole in My Heart (Manhattan Clique Remix Edit),Alphabeat,Electronic / Dance,Drums,by Alphabeat (2010)
We Want the Funk (Raw Dog Mix),Gerardo,Hip-Hop / Rap / R&B,Drums,by Gerardo (1991)
Ice Ice Baby (Funkymix),Vanilla Ice,Hip-Hop / Rap / R&B,Multiple Elements,by Vanilla Ice (1991)
Future 2,Clouds,Electronic / Dance,Multiple Elements,by Clouds (2013)
Skin Teeth,Noise Factory,Electronic / Dance,Vocals / Lyrics,by Noise Factory (1992)
Solitaire,Sully,Electronic / Dance,Drums,by Sully (2014)
Dancin People (E Type Remix),QBass,Electronic / Dance,Drums,by QBass (1991)
Nobody,Smokin' Jack Hill,Electronic / Dance,Multiple Elements,by Smokin' Jack Hill (2018)
It Takes Two to Make a Thing Go Wrong,RAINBOW ★ STAR ★ 36,Electronic / Dance,Multiple Elements,by RAINBOW ★ STAR ★ 36 (2020)
Pon Di Rock,Tropmanga,Electronic / Dance,Drums,by Tropmanga (2013)
Peace,E.M.S. & the Posse,Hip-Hop / Rap / R&B,Vocals / Lyrics,by E.M.S. & the Posse (1990)
Dark Star,Formula 7,Electronic / Dance,Drums,by Formula 7 (1993)
Future Now,Atomic Dog,Electronic / Dance,Multiple Elements,by Atomic Dog (1995)
1st Chapter in Dub,The Good 2 Bad and Hugly,Electronic / Dance,Drums,by The Good 2 Bad and Hugly (1993)
Pump That Puzzy (Wicked XXX Shake That Titties Mix),The Original Gabber,Electronic / Dance,Vocals / Lyrics,by The Original Gabber (2021)
Ready Mngo,Joy Orbison,Electronic / Dance,Multiple Elements,by Joy Orbison and East Connection (2019)
Ready Mngo,East Connection,Electronic / Dance,Multiple Elements,by Joy Orbison and East Connection (2019)
How Freaky R U?,2nd Degree,Hip-Hop / Rap / R&B,Drums,by 2nd Degree (1992)
La Escuela,Ruben DJ,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Ruben DJ (1989)
Helios,Sully,Electronic / Dance,Drums,by Sully (2015)
Crystal Cuts,Sully,Electronic / Dance,Drums,by Sully (2015)
Fuck You Up!,Alec Empire,Electronic / Dance,Drums,by Alec Empire (1993)
Fantasy,DJ Demo,Electronic / Dance,Drums,by DJ Demo feat. Nikki (2018)
Fantasy,Nikki,Electronic / Dance,Drums,by DJ Demo feat. Nikki (2018)
Alcanzarás La Luna (Batumix),Alazán,Rock / Pop,Vocals / Lyrics,by Alazán (2000)
Here We Go (R U Ready),Casanovas Revenge,Electronic / Dance,Vocals / Lyrics,by Casanovas Revenge (1989)
Heavyweight Sound,MBK (Speedcore),Electronic / Dance,Drums,by MBK (Speedcore) (2017)
Just Move,Lucky Date,Electronic / Dance,Vocals / Lyrics,by Lucky Date (2014)
Without U,Stray (Drum & Bass),Electronic / Dance,Drums,by Stray (Drum & Bass) (2015)
Geni (Of the Lamp Mix),Aladdin (Drum & Bass),Electronic / Dance,Drums,by Aladdin (Drum & Bass) (1994)
Club Head,Wreckx-N-Effect,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Wreckx-N-Effect (1989)
It's a New Sensation,Joyce (Italo Singer),Electronic / Dance,Multiple Elements,by Joyce (Italo Singer) (1990)
Big Flap,Suprême NTM,Hip-Hop / Rap / R&B,Multiple Elements,by Suprême NTM (1991)
Blush,Glimji,Electronic / Dance,Vocals / Lyrics,by Glimji and Elphi (2022)
Blush,Elphi,Electronic / Dance,Vocals / Lyrics,by Glimji and Elphi (2022)
Show Biz,2 Deep,Hip-Hop / Rap / R&B,Hook / Riff,by 2 Deep (1990)
Shadows,Wagon Christ,Electronic / Dance,Drums,by Wagon Christ (2004)
Get Down Boogie,Basement Freaks,Soul / Funk / Disco,Vocals / Lyrics,by Basement Freaks (2011)
The Michael Jackson Medley (Ultimix Megamix),Michael Jackson,Rock / Pop,Drums,by Michael Jackson (2002)
Dystopic,Tusken Raiders,Electronic / Dance,Drums,by Tusken Raiders (2020)
Ding Dong,Try 'N' B,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Try 'N' B (1992)
Rub-A-Sub,Soul Intent (Drum N Bass),Electronic / Dance,Drums,by Soul Intent (Drum N Bass) (2021)
Seven Little Girls Sitting in the Back Seat,Bombalurina,Rock / Pop,Vocals / Lyrics,by Bombalurina (1990)
Stand Bold,Universal Flava,Electronic / Dance,Drums,by Universal Flava (1996)
Music Is the Key,Foul Play,Electronic / Dance,Drums,by Foul Play feat. Denise Gordon (1994)
Music Is the Key,Denise Gordon,Electronic / Dance,Drums,by Foul Play feat. Denise Gordon (1994)
Good Fucking Musiccccsccssczcsc,Linkrot Godzzzzzzz,Electronic / Dance,Drums,by Linkrot Godzzzzzzz and Funny Alias Here (2022)
Good Fucking Musiccccsccssczcsc,Funny Alias Here,Electronic / Dance,Drums,by Linkrot Godzzzzzzz and Funny Alias Here (2022)
My Rush Yours,The Genesis,Electronic / Dance,Multiple Elements,by The Genesis (1991)
Don't Go,Wickaman,Electronic / Dance,Drums,by Wickaman and J Majik (2012)
Don't Go,J Majik,Electronic / Dance,Drums,by Wickaman and J Majik (2012)
I Can't Stop,Jewel-T,Hip-Hop / Rap / R&B,Drums,by Jewel-T (1991)
Shaniqua (Marley Marl Super Mix),"Oran ""Juice"" Jones",Hip-Hop / Rap / R&B,Drums,"by Oran ""Juice"" Jones feat. Big Daddy Kane (1990)"
Shaniqua (Marley Marl Super Mix),Big Daddy Kane,Hip-Hop / Rap / R&B,Drums,"by Oran ""Juice"" Jones feat. Big Daddy Kane (1990)"
Info Psycho,Jesus Jones,Rock / Pop,Drums,by Jesus Jones (1989)
African Love Affair,Ambience,Electronic / Dance,Vocals / Lyrics,by Ambience (1990)
P.O. Tally Ho!,Scientists of Sound,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Scientists of Sound (1996)
Play With Me (Jane),Thompson Twins,Rock / Pop,Drums,by Thompson Twins (1992)
Yo' Son,Dope Skillz,Electronic / Dance,Multiple Elements,by Dope Skillz (1995)
Dubplate Murderer,Missing,Electronic / Dance,Drums,by Missing (2020)
Give It All You Got,Project One,Electronic / Dance,Drums,by Project One (1992)
Frozen Over,LSDXOXO,Electronic / Dance,Drums,by LSDXOXO feat. Cakes Da Killa (2016)
Frozen Over,Cakes Da Killa,Electronic / Dance,Drums,by LSDXOXO feat. Cakes Da Killa (2016)
SHINONOME,Deepest Pussy,Electronic / Dance,Drums,by Deepest Pussy and ･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧ (2022)
SHINONOME,･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧,Electronic / Dance,Drums,by Deepest Pussy and ･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧ (2022)
Jazz Moods,Mastermind,Electronic / Dance,Drums,by Mastermind (1996)
Let's Go,MC Luscious,Hip-Hop / Rap / R&B,Vocals / Lyrics,by MC Luscious (1990)
Edge of the Earth,Mage,Electronic / Dance,Multiple Elements,by Mage (2019)
Roll the Drums,Rido (Drum & Bass),Electronic / Dance,Multiple Elements,by Rido (Drum & Bass) (2018)
Watery Glass Planet Pt. 3,Luke Vibert,Electronic / Dance,Drums,by Luke Vibert and BJ Cole (2000)
Watery Glass Planet Pt. 3,BJ Cole,Electronic / Dance,Drums,by Luke Vibert and BJ Cole (2000)
So Damn Funky,Rhythm Mode:D,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Rhythm Mode:D (1989)
Fragile,Igor K,Electronic / Dance,Drums,by Igor K (2021)
Latoya Nine Seven,Scared Macwell,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Scared Macwell (1996)
The Boy Don't Play,D-Boy Rodriguez,Hip-Hop / Rap / R&B,Hook / Riff,by D-Boy Rodriguez (1990)
Very Last Drop,Just Jungle,Electronic / Dance,Drums,by Just Jungle (1995)
Putrid Mutant,Passenger of Shit,Electronic / Dance,Drums,by Passenger of Shit (2015)
Amber Shores,The Flashbulb,Electronic / Dance,Drums,by The Flashbulb (1999)
If Lil Pump Rapped Renai Circulation,Izum1,Electronic / Dance,Drums,by Izum1 (2022)
Haliphax (Friend Reunited),Ceephax Acid Crew,Electronic / Dance,Drums,by Ceephax Acid Crew (2017)
Pony (Jump on It) (Sick Individuals Remix),Tough Love,Electronic / Dance,Drums,by Tough Love feat. Ginuwine (2015)
Pony (Jump on It) (Sick Individuals Remix),Ginuwine,Electronic / Dance,Drums,by Tough Love feat. Ginuwine (2015)
Apple Candy,Subscape,Electronic / Dance,Drums,by Subscape (2011)
Run Tings,M-Beat,Electronic / Dance,Multiple Elements,by M-Beat (2002)
A2 (EP I),Bassbin Twins,Electronic / Dance,Vocals / Lyrics,by Bassbin Twins (1992)
Space Junk,Teddy Killerz,Electronic / Dance,Multiple Elements,by Teddy Killerz (2015)
"Hooked on Brown, Part 2 (Ready to Party Now)",James Brown,Soul / Funk / Disco,Multiple Elements,by James Brown (1996)
Lollipop / Dulce Nada (Sweet Nothing),The Sacados,Rock / Pop,Drums,by The Sacados (1991)
Trellick,Mella Dee,Electronic / Dance,Drums,by Mella Dee (2015)
Last Night a DJ Saved My Life,Cold Jam,Hip-Hop / Rap / R&B,Drums,by Cold Jam feat. Grace (2) (1990)
Last Night a DJ Saved My Life,Grace (2),Hip-Hop / Rap / R&B,Drums,by Cold Jam feat. Grace (2) (1990)
Come on People,Bizzy B,Electronic / Dance,Drums,by Bizzy B and Dexterous D (1995)
Come on People,Dexterous D,Electronic / Dance,Drums,by Bizzy B and Dexterous D (1995)
Tommy 2Fast,Samurai Breaks,Electronic / Dance,Drums,by Samurai Breaks (2019)
Walk Like an Egyptian,Wilman De Jesus,Reggae / Dub,Vocals / Lyrics,by Wilman De Jesus (2006)
The Underground Culture,Ritmo Du Vela,Electronic / Dance,Multiple Elements,by Ritmo Du Vela (2019)
Get Down,Codes,Electronic / Dance,Multiple Elements,by Codes (2013)
Spank-ed,YZ,Hip-Hop / Rap / R&B,Drums,by YZ (1990)
UNITED EMCEEZ -Enter the HEXAGON-,HYPNOSISMIC -D.R.B- (Division Leaders),Hip-Hop / Rap / R&B,Vocals / Lyrics,by HYPNOSISMIC -D.R.B- (Division Leaders) (2022)
Club Amour,DJ Ernan,Electronic / Dance,Multiple Elements,by DJ Ernan (2019)
Windmill Kick,Sam Binga,Electronic / Dance,Drums,by Sam Binga and Om Unit (2016)
Windmill Kick,Om Unit,Electronic / Dance,Drums,by Sam Binga and Om Unit (2016)
Drum & Chase,Paradox,Electronic / Dance,Drums,by Paradox (1999)
Title Screen,Rob Stevens,Soundtrack / Library,Vocals / Lyrics,by Rob Stevens and Dimitri Yerasimos (1993)
Title Screen,Dimitri Yerasimos,Soundtrack / Library,Vocals / Lyrics,by Rob Stevens and Dimitri Yerasimos (1993)
Planet Rock (Bass in the Planet Mix),Afrika Bambaataa,Electronic / Dance,Multiple Elements,by Afrika Bambaataa and Soulsonic Force (1992)
Planet Rock (Bass in the Planet Mix),Soulsonic Force,Electronic / Dance,Multiple Elements,by Afrika Bambaataa and Soulsonic Force (1992)
Get Sorted,Zomby,Electronic / Dance,Drums,by Zomby (2008)
Smoke Dis One,Bass Ballistics,Electronic / Dance,Multiple Elements,by Bass Ballistics (1992)
Impossible,Numa Crew,Electronic / Dance,Drums,by Numa Crew feat. Robert Dallas (2015)
Impossible,Robert Dallas,Electronic / Dance,Drums,by Numa Crew feat. Robert Dallas (2015)
Mystery,From the Man Like the Pennywise,Electronic / Dance,Drums,by From the Man Like the Pennywise (1993)
Master Peace,DJ Ham,Electronic / Dance,Drums,by DJ Ham and DJ Poosie (1995)
Master Peace,DJ Poosie,Electronic / Dance,Drums,by DJ Ham and DJ Poosie (1995)
She Taught Me How to Yodel,Bombalurina,Rock / Pop,Vocals / Lyrics,by Bombalurina (1990)
Off the Chain,TT the Artist,Electronic / Dance,Drums,by TT the Artist and UNIIQU3 (2018)
Off the Chain,UNIIQU3,Electronic / Dance,Drums,by TT the Artist and UNIIQU3 (2018)
Paradise 25,Herb Alpert,Jazz / Blues,Multiple Elements,by Herb Alpert (1991)
Satisfaction (Rapitup),MC Juice,Soul / Funk / Disco,Multiple Elements,by MC Juice (1990)
Survival,Foul Play,Electronic / Dance,Drums,by Foul Play (1992)
Here We Go (The Rockin' in '91 Dub - the Cole/Clivilles House Mix),C+C Music Factory,Electronic / Dance,Drums,by C+C Music Factory (1991)
Who Wah Kill Sound?,Kid606,Electronic / Dance,Drums,by Kid606 (2003)
Sound Boy in a Problem,The Underworld,Electronic / Dance,Multiple Elements,by The Underworld (1994)
Feel It,DJ Deller,Electronic / Dance,Vocals / Lyrics,by DJ Deller (1999)
Flirting With Regrets,Armless Kid,Electronic / Dance,Multiple Elements,by Armless Kid (2019)
Love and Marriage Rap,Shinehead,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Shinehead (1990)
Take Me Up,Sunny (Breakbeat),Electronic / Dance,Drums,by Sunny (Breakbeat) and Deck Hussy (2020)
Take Me Up,Deck Hussy,Electronic / Dance,Drums,by Sunny (Breakbeat) and Deck Hussy (2020)
E.M.S. To the Rescue,E.M.S. & the Posse,Hip-Hop / Rap / R&B,Vocals / Lyrics,by E.M.S. & the Posse (1991)
'94 Abyss,Shitmat,Electronic / Dance,Drums,by Shitmat (2007)
Feel It,System X,Electronic / Dance,Drums,by System X (1994)
Dark Zone,T.H.C,Electronic / Dance,Drums,by T.H.C (1993)
Bully Breaks 2 (Side A),DJ Craze,Hip-Hop / Rap / R&B,Multiple Elements,by DJ Craze (2003)
Just Be Good to Me,RJ (Jungle Producer),Electronic / Dance,Drums,by RJ (Jungle Producer) (1993)
A.I. (The Last Ronin Remix),Foul Play,Electronic / Dance,Drums,by Foul Play (2020)
Super Baller,LL Cool J,Hip-Hop / Rap / R&B,Multiple Elements,by LL Cool J (2012)
Snowflakes,Muffler,Electronic / Dance,Drums,by Muffler (2015)
Aquaquest Pt.2 (The Anticlimax),OCB,Electronic / Dance,Drums,by OCB (2018)
Female Preacher,Overweight Pooch,Electronic / Dance,Multiple Elements,by Overweight Pooch feat. CeCe Peniston (1991)
Female Preacher,CeCe Peniston,Electronic / Dance,Multiple Elements,by Overweight Pooch feat. CeCe Peniston (1991)
The Bump,Wee Papa Girl Rappers,Hip-Hop / Rap / R&B,Drums,by Wee Papa Girl Rappers (1990)
Drop That Bottom (Miami Drop Mix),Nemesis,Hip-Hop / Rap / R&B,Multiple Elements,by Nemesis (1995)
Dangerous,DJ Ruffkutt,Electronic / Dance,Drums,by DJ Ruffkutt (1993)
Funk-da-Fried Party,The DJ's Project,Electronic / Dance,Drums,by The DJ's Project (1995)
Guncheck,Ed Rush,Electronic / Dance,Drums,by Ed Rush (1995)
Bad Man Tune,Chatter B,Electronic / Dance,Drums,by Chatter B (1995)
Shake That Thang,Robbie B,Hip-Hop / Rap / R&B,Drums,by Robbie B (1990)
I Want U,Comfort Zone,Electronic / Dance,Drums,by Comfort Zone (2018)
I Will Never Turn Away,Coco Bryce,Electronic / Dance,Drums,by Coco Bryce (2021)
Knowledge of a Black Man,The Fila Fresh Crew,Hip-Hop / Rap / R&B,Vocals / Lyrics,by The Fila Fresh Crew (1991)
Exuberant Gambit,Cosmin TRG,Electronic / Dance,Drums,by Cosmin TRG (2019)
The House Is Surrounded (Jon the Dentist Remix),Lectrolux,Electronic / Dance,Multiple Elements,by Lectrolux (1996)
Gang Related,Swift,Electronic / Dance,Drums,by Swift (1995)
Samba Pa Ti (Down Beat Mix),Cusato,Rock / Pop,Multiple Elements,by Cusato (1991)
You Can Swing It,Sheena Easton,Hip-Hop / Rap / R&B,Multiple Elements,by Sheena Easton (1991)
Crawfish,The Reggae Philharmonic Orchestra,Rock / Pop,Drums,by The Reggae Philharmonic Orchestra (1990)
Jupiter Ascent,Ital Tek,Electronic / Dance,Multiple Elements,by Ital Tek (2013)
Stomp and Grind,Kilo,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Kilo (1993)
K.W.,Orson Wells,Electronic / Dance,Drums,by Orson Wells (2015)
Soundboy,DJ Gunshot,Electronic / Dance,Drums,by DJ Gunshot (1995)
Listen Dis,Deadly D,Electronic / Dance,Multiple Elements,by Deadly D (1995)
Negative Sound (Distortion),Loffciamcore,Electronic / Dance,Drums,by Loffciamcore (2018)
Gaderffi Stick,Tusken Raiders,Electronic / Dance,Drums,by Tusken Raiders (1995)
State of Accommodation: Why Aren't You Angry,Sister Souljah,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Sister Souljah feat. Chuck D (1992)
State of Accommodation: Why Aren't You Angry,Chuck D,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Sister Souljah feat. Chuck D (1992)
Encore DX,Canblaster,Electronic / Dance,Drums,by Canblaster (2015)
Lost Entity (Remix),DJ Trace,Electronic / Dance,Drums,by DJ Trace (1995)
Dead Man Walking,Visionary,Electronic / Dance,Drums,by Visionary (2007)
Everybody (Remix) 90,Criminal Element Orchestra,Electronic / Dance,Drums,by Criminal Element Orchestra (1990)
Into Da Future (Massive Mix),The Undergraduates,Electronic / Dance,Drums,by The Undergraduates (1993)
Let Yourself Go,2 Kilos ?,Electronic / Dance,Vocals / Lyrics,by 2 Kilos ? (1990)
Legalize It,Isaac Maya,Electronic / Dance,Drums,by Isaac Maya (2010)
Revolution,Rebel MC,Electronic / Dance,Multiple Elements,by Rebel MC (1992)
If I Could Say I Love You,DJ Sailor Moon,Electronic / Dance,Drums,by DJ Sailor Moon (2014)
Letm3bewithyuuuu,B!oxxy,Electronic / Dance,Drums,by B!oxxy (2022)
Moody Runt,Digital,Electronic / Dance,Drums,by Digital (2016)
Who Dares Wins,Derek B,Hip-Hop / Rap / R&B,Drums,by Derek B (1990)
Welcome 2 Steel City,Boaz,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Boaz (2014)
Read My Lips,INNA,Electronic / Dance,Vocals / Lyrics,by INNA and Farina (2020)
Read My Lips,Farina,Electronic / Dance,Vocals / Lyrics,by INNA and Farina (2020)
Ecstasy Motherfucker,Kid606,Electronic / Dance,Vocals / Lyrics,by Kid606 (2003)
Times Up,Kool Moe Dee,Hip-Hop / Rap / R&B,Multiple Elements,by Kool Moe Dee (1991)
Pressure,Amen Andrews,Electronic / Dance,Multiple Elements,by Amen Andrews (2020)
Breakdown,Luke,Hip-Hop / Rap / R&B,Drums,by Luke (1992)
Quincy,Utah Jazz,Electronic / Dance,Multiple Elements,by Utah Jazz (2010)
Ya'll Don't Hear Me Dough,Kam,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Kam (1993)
Thoughtless,Calibre,Electronic / Dance,Drums,by Calibre (2007)
Latin Nights,Deuce Mob,Hip-Hop / Rap / R&B,Multiple Elements,by Deuce Mob feat. A.W.B. and Mister V-Lo (1996)
Latin Nights,A.W.B.,Hip-Hop / Rap / R&B,Multiple Elements,by Deuce Mob feat. A.W.B. and Mister V-Lo (1996)
Latin Nights,Mister V-Lo,Hip-Hop / Rap / R&B,Multiple Elements,by Deuce Mob feat. A.W.B. and Mister V-Lo (1996)
Conversations,Just Jungle,Electronic / Dance,Drums,by Just Jungle (1995)
Galaxy,RetroVision,Electronic / Dance,Multiple Elements,by RetroVision (2018)
2058,Daniel Andréasson,Electronic / Dance,Drums,by Daniel Andréasson (2016)
Groove Research,Blame,Electronic / Dance,Drums,by Blame (1995)
Scissor Work,Lurob,Electronic / Dance,Drums,by Lurob (2016)
Want My Love (TastyTreat & BLACK Monday Remix),Cathedrals,Electronic / Dance,Multiple Elements,by Cathedrals (2015)
Sent From Above,Marten Hørger,Electronic / Dance,Multiple Elements,by Marten Hørger and LittGloss feat. Loud Tiger (2023)
